ID,Municipality,Project Name,Status,Entity,Region,Project Type
966,Beverly,DPW Indoor Lighting,Complete,Beverly,Northeast,Lighting
967,Beverly,DPW Indoor Lighting,Complete,Beverly,Northeast,Lighting
968,Beverly,DPW Indoor Lighting,Complete,Beverly,Northeast,Lighting
3382,Fitchburg,DPW Indoor Lighting,Complete,Fitchburg,Central,Lighting
5146,New Braintree,DPW Lighting,Complete,New Braintree,Central,Lighting
983,Agawam,DPW Lighting,Complete,Agawam,Western,Lighting
1038,Ayer,DPW Lighting,Complete,Ayer,Central,Lighting
2667,Rockland,DPW Motors / Drives,Complete,Rockland,Southeast,Pumps/Motors/Drives
3250,Sudbury,DPW OFFICES & GARAGE General PA Project,Complete,Sudbury,Northeast,Custom PA Efficiency
2980,Westborough,DPW Operations,Complete,Westborough,Central,Operations
1048,Barnstable,DPW Operations,Complete,Barnstable,Southeast,Operations
1166,Brewster,DPW Operations,Complete,Brewster,Southeast,Operations
2003,Falmouth,DPW Operations,Complete,Falmouth,Southeast,Operations
2048,Framingham,DPW PARKING LOT General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2031,Framingham,DPW PARKING LOT Indoor Lighting,Complete,Framingham,Northeast,Lighting
3215,Dedham,DPW PARKS & RECREATION GARAGE General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
5064,Lenox,DPW Pumps/Motors/Drives,Complete,Lenox,Western,Pumps/Motors/Drives
2047,Framingham,DPW TRUCK WASH General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
1726,Burlington,DPW WATER AERATION BLOWERS,Complete,Burlington,Northeast,Process
5023,Rehoboth,DR Schools - Exterior Lighting & Controls,Complete,Dighton-Rehoboth Regional School District,Southeast,Lighting
5076,Lowell,DR. GERTRUDE M. BAILEY ES EMS install,Complete,Lowell,Northeast,Operations
1716,Brookline,DRISCOLL SCHOOL General PA Project,Complete,Brookline,Northeast,Custom PA Efficiency
2518,North Adams,DRURY HIGH SCHOOL Indoor Lighting,Complete,North Adams,Western,Lighting
2799,Springfield,Duggan Indoor Lighting,Complete,Springfield,Western,Lighting
2050,Framingham,DUNNING ELEMENTARY SCHOOL General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2034,Framingham,DUNNING ELEMENTARY SCHOOL General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
3705,Worcester,DWTP Temperature Control for HVAC,Complete,Worcester,Central,Operations
3700,Townsend,"DWTP VSDs, Motors, Heating & Lighting",Complete,Townsend,Central,Pumps/Motors/Drives
5107,Marlborough,EARLY CHILDHOOD CENTER,Complete,Marlborough,Central,Lighting
1924,Dedham,EARLY CHILDHOOD EDUCATION CENTER General PA Projec,Complete,Dedham,Northeast,Custom PA Efficiency
3218,Dedham,EARLY CHILDHOOD EDUCATION CENTER General PA Projec,Complete,Dedham,Northeast,Custom PA Efficiency
1878,Chelsea,EARLY LEARNING CENTER General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
3198,Boston,EAST BOSTON DISTRICT COURT General PA Project,Complete,Trial Court,Northeast,Custom PA Efficiency
2824,Cambridge,EAST CAMBRIDGE COURTHOUSE Lighting,Complete,Trial Court,Northeast,Lighting
3199,Cambridge,EAST CAMBRIDGE DISTRICT COURT General PA Project,Complete,Trial Court,Northeast,Custom PA Efficiency
1745,Cambridge,East CAMBRIDGE FIRE HOUSE ENGINE 3 General PA Proj,Complete,Cambridge,Northeast,Custom PA Efficiency
1916,Dedham,EAST DEDHAM FIRE STATION General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
2716,Sharon,EAST ELEMENTARY SCHOOL General PA Project,Complete,Sharon,Southeast,Custom PA Efficiency
3224,Dedham,EAST FIRE STATION General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
3297,Sandwich,EAST SANDWICH General PA Project,Complete,Sandwich,Southeast,Custom PA Efficiency
1960,Eastham,Eastham Elementary School General PA Project,Complete,Eastham,Southeast,Custom PA Efficiency
1965,Easton,EASTON PUBLIC SCHOOLS Indoor Lighting,Complete,Easton,Southeast,Lighting
1168,Brewster,EDDY ELEMentary SCHOOL Motors / Drives,Complete,Brewster,Southeast,Pumps/Motors/Drives
1163,Brewster,EDDY ELEMentary SCHOOL Refrigeration,Complete,Brewster,Southeast,Refrigeration
2036,Framingham,EDGELL STREET STATION General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2511,Newton,EDUCATION CENTER General PA Project,Complete,Newton,Northeast,Custom PA Efficiency
3209,Boston,EDWARD W BROOKE COURTHOUSE General PA Project,Complete,Trial Court,Northeast,Custom PA Efficiency
888,Bridgewater,EEMS real-time metering,Complete,Bridgewater State University,Southeast,Operations
889,Fall River,EEMS real-time metering,Complete,Bristol Community College,Southeast,Operations
890,Lawrence,EEMS real-time metering,Complete,MassDEP,Northeast,Operations
891,Boston,EEMS real-time metering,Complete,Trial Court,Northeast,Operations
892,Worcester,EEMS real-time metering,Complete,Trial Court,Central,Operations
893,Springfield,EEMS real-time metering,Complete,Trial Court,Western,Operations
894,Framingham,EEMS real-time metering,Complete,Framingham State University,Northeast,Operations
895,Greenfield,EEMS real-time metering,Complete,Greenfield Community College,Western,Operations
896,Holyoke,EEMS real-time metering,Complete,Holyoke Community College,Western,Operations
897,Boston,EEMS real-time metering,Complete,Bureau of State Office Buildings,Northeast,Operations
898,Brockton,EEMS real-time metering,Complete,Massasoit Community College,Southeast,Operations
899,Gardner,EEMS real-time metering,Complete,Mount Wachusett Community College,Central,Operations
900,Danvers,EEMS real-time metering,Complete,North Shore Community College,Northeast,Operations
901,Haverhill,EEMS real-time metering,Complete,Northern Essex Community College,Northeast,Operations
480,Bridgewater,EEMS Real-Time Metering,Complete,Department of Correction,Southeast,Operations
481,Concord,EEMS Real-Time Metering,Complete,Department of Correction,Northeast,Operations
482,Framingham,EEMS Real-Time Metering,Complete,Department of Correction,Northeast,Operations
483,Norfolk,EEMS Real-Time Metering,Complete,Department of Correction,Central,Operations
484,Plymouth,EEMS Real-Time Metering,Complete,Department of Correction,Southeast,Operations
485,Shirley,EEMS Real-Time Metering,Complete,Department of Correction,Central,Operations
486,Boston,EEMS Real-Time Metering,Complete,Massachusetts College of Art and Design,Northeast,Operations
487,Boston,EEMS Real-Time Metering,Complete,Department of Public Health,Northeast,Operations
488,Boston,EEMS Real-Time Metering,Complete,Bunker Hill Community College,Northeast,Operations
489,Chelsea,EEMS Real-Time Metering,Complete,Chelsea Soldiers' Home,Northeast,Operations
490,Fitchburg,EEMS Real-Time Metering,Complete,Fitchburg State University,Central,Operations
491,Boston,EEMS Real-Time Metering,Complete,Department of Public Health,Northeast,Operations
492,Lowell,EEMS Real-Time Metering,Complete,UMass Lowell,Northeast,Operations
493,Pittsfield,EEMS Real-Time Metering,Complete,Berkshire Community College,Western,Operations
494,Boston,EEMS Real-Time Metering,Complete,Department of Correction,Northeast,Operations
495,Salem,EEMS Real-Time Metering,Complete,Salem State University,Northeast,Operations
496,Tewksbury,EEMS Real-Time Metering,Complete,Department of Public Health,Northeast,Operations
497,Barnstable,EEMS Real-Time Metering,Complete,Cape Cod Community College,Southeast,Operations
498,Westfield,EEMS Real-Time Metering,Complete,Department of Public Health,Western,Operations
499,Westfield,EEMS Real-Time Metering,Complete,Westfield State University,Western,Operations
500,Worcester,EEMS Real-Time Metering,Complete,Quinsigamond Community College,Central,Operations
501,Bourne,EEMS Real-Time Metering,Complete,Massachusetts Maritime Academy,Southeast,Operations
2594,Randolph,ELDERLY CENTER HVAC,Complete,Randolph,Southeast,HVAC
3622,Hatfield,Electric truck purchase,Complete,Hatfield,Western,Vehicles
3894,Boston,Electronic Controls for Gas Streetlights,Complete,Boston,Northeast,Exterior Lighting
240,Kingston,Elem School Demand Control Ventilation,Complete,Kingston,Southeast,HVAC
239,Kingston,Elem School Kitchen Hood Exhaust Controls,Complete,Kingston,Southeast,HVAC
362,Kingston,Elementary School Day-Lighting Controls,Complete,Kingston,Southeast,Lighting
521,Kingston,Elementary School EMS Upgrade & Re-Commissioning,Complete,Kingston,Southeast,Operations
2961,Wellfleet,ELEMENTARY SCHOOL Envelope Improvements,Complete,Wellfleet,Southeast,Envelope Improvement
2399,Medway,ELEMENTARY SCHOOL General PA Project,Complete,Medway,Central,Custom PA Efficiency
2067,Freetown,ELEMENTARY SCHOOL General PA Project,Complete,Freetown,Southeast,Custom PA Efficiency
2132,Kingston,ELEMENTARY SCHOOL General PA Project,Complete,Kingston,Southeast,Custom PA Efficiency
2136,Kingston,ELEMENTARY SCHOOL General PA Project,Complete,Kingston,Southeast,Custom PA Efficiency
1173,Brewster,Elementary School General PA Project,Complete,Brewster,Southeast,Custom PA Efficiency
3364,Acushnet,ELEMENTARY SCHOOL General PA Project,Complete,Acushnet,Southeast,Custom PA Efficiency
2957,Wellfleet,ELEMENTARY SCHOOL HVAC,Complete,Wellfleet,Southeast,HVAC
2956,Webster,ELEMENTARY SCHOOL Indoor Lighting,Complete,Webster,Central,Lighting
2970,West Bridgewater,ELEMENTARY SCHOOL Indoor Lighting,Complete,West Bridgewater,Southeast,Lighting
3054,Winchendon,ELEMENTARY SCHOOL Indoor Lighting,Complete,Winchendon,Central,Lighting
3055,Winchendon,ELEMENTARY SCHOOL Indoor Lighting,Complete,Winchendon,Central,Lighting
2794,Webster,ELEMENTARY SCHOOL Indoor Lighting,Complete,Webster,Central,Lighting
2796,Webster,ELEMENTARY SCHOOL Indoor Lighting,Complete,Webster,Central,Lighting
2926,Topsfield,ELEMENTARY SCHOOL Indoor Lighting,Complete,Topsfield,Northeast,Lighting
2927,Topsfield,ELEMENTARY SCHOOL Indoor Lighting,Complete,Topsfield,Northeast,Lighting
2889,Sturbridge,ELEMENTARY SCHOOL Indoor Lighting,Complete,Sturbridge,Central,Lighting
2887,Sturbridge,ELEMENTARY SCHOOL Indoor Lighting,Complete,Sturbridge,Central,Lighting
2262,Leicester,ELEMENTARY SCHOOL Indoor Lighting,Complete,Leicester,Central,Lighting
2189,Lee,ELEMENTARY SCHOOL Indoor Lighting,Complete,Lee,Western,Lighting
2257,Leicester,ELEMENTARY SCHOOL Indoor Lighting,Complete,Leicester,Central,Lighting
2608,Richmond,ELEMENTARY SCHOOL Indoor Lighting,Complete,Richmond,Western,Lighting
2729,Shirley,ELEMENTARY SCHOOL Indoor Lighting,Complete,Shirley,Central,Lighting
2736,Southborough,ELEMENTARY SCHOOL Indoor Lighting,Complete,Southborough,Central,Lighting
2773,Ware,ELEMENTARY SCHOOL Indoor Lighting,Complete,Ware,Western,Lighting
1774,Charlton,Elementary SCHOOL Indoor Lighting,Complete,Charlton,Central,Lighting
1772,Charlton,Elementary SCHOOL Indoor Lighting,Complete,Charlton,Central,Lighting
1790,Hancock,ELEMENTARY SCHOOL Indoor Lighting,Complete,Hancock,Western,Lighting
1888,Clarksburg,Elementary SCHOOL Indoor Lighting,Complete,Clarksburg,Western,Lighting
2150,Lanesborough,ELEMENTARY SCHOOL Indoor Lighting,Complete,Lanesborough,Western,Lighting
2024,Florida,Elementary SCHOOL Indoor Lighting,Complete,Florida,Western,Lighting
964,Berlin,ELEMENTARY SCHOOL Indoor Lighting,Complete,Berlin,Central,Lighting
3381,Ashby,Elementary School Lighting,Complete,Ashby,Central,Lighting
1169,Brewster,Elementary School Motors / Drives,Complete,Brewster,Southeast,Pumps/Motors/Drives
2924,Tisbury,ELEMENTARY SCHOOL Motors / Drives,Complete,Tisbury,Southeast,Pumps/Motors/Drives
2923,Tisbury,ELEMENTARY SCHOOL Operations,Complete,Tisbury,Southeast,Operations
2137,Kingston,ELEMENTARY SCHOOL Operations,Complete,Kingston,Southeast,Operations
1164,Brewster,Elementary School Refrigeration,Complete,Brewster,Southeast,Refrigeration
2964,Wellfleet,Elementary School Refrigeration Door Heater Contro,Complete,Wellfleet,Southeast,Refrigeration
2965,Wellfleet,Elementary School Walk-In Cooler Controls,Complete,Wellfleet,Southeast,Refrigeration
5269,Worcester,Elm Park Community School Lighting,Complete,Worcester,Central,Lighting
2037,Framingham,ELM STREET STATION General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
5139,Millbury,ELMWOOD SCHOOL refrigeration,Complete,Millbury,Central,Refrigeration
361,Hopkinton,Emergency Lighting Control Sys,Complete,Hopkinton,Central,Lighting
1567,Barnstable,EMERGENCY RESPONSE CenTeR General PA Project,Complete,Barnstable,Southeast,Custom PA Efficiency
1050,Barnstable,EMERGENCY RESPONSE CenTeR Lighting,Complete,Barnstable,Southeast,Lighting
1548,Barnstable,EMERGENCY RESPONSE CenTeR Operations,Complete,Barnstable,Southeast,Operations
523,Lincoln,EMS,Complete,Lincoln,Northeast,Operations
512,Belchertown,EMS,Complete,Belchertown,Western,Operations
524,Lincoln,EMS & software upgrade,Complete,Lincoln,Northeast,Operations
5987,Springfield,EMS - Balliet Sch,Complete,Springfield,Western,Operations
5981,Winthrop,EMS - Cultural Ctr,Complete,Winthrop,Northeast,Operations
5968,Lincoln,EMS - Hartwell Main,Complete,Lincoln,Northeast,Operations
841,Springfield,EMS - Pine Point Library,Complete,Springfield,Western,Operations
812,Lincoln,EMS - Public Safety,Complete,Lincoln,Northeast,Operations
832,Monson,EMS - Quarry Hill Comm Sch,Complete,Monson,Western,HVAC
807,Carlisle,EMS - Town Hall,Complete,Carlisle,Northeast,Operations
530,Pittsfield,EMS and Unit Heaters,Complete,Pittsfield,Western,Operations
540,Wenham,EMS and upgrades in 5 town bldgs,Complete,Wenham,Northeast,Operations
532,Springfield,EMS at Brunton ES,Complete,Springfield,Western,Operations
533,Springfield,EMS at Deberry ES,Complete,Springfield,Western,Operations
531,Springfield,EMS at Lynch ES,Complete,Springfield,Western,Operations
539,Springfield,EMS at New Zanetti Montessori ES,Complete,Springfield,Western,Operations
5074,Lowell,EMS BARTLETT COMMUNITY PARTNERSHIP SCHOOL,Complete,Lowell,Northeast,Operations
511,Arlington,EMS Head End Replacement,Complete,Arlington,Northeast,Operations
3624,Winchester,"EMS improvements, McCall Middle",Complete,Winchester,Northeast,Operations
4909,Hopkinton,EMS new Elmwood School,Complete,Hopkinton,Central,Operations
868,Maynard,EMS new Green Meadow Sch,Complete,Maynard,Central,Operations
865,Hopkinton,EMS new Town Hall,Complete,Hopkinton,Central,Operations
3628,Boston,"EMS new, 5 neighborhood library branches",Complete,Boston,Northeast,Operations
3627,Boston,"EMS new, Copley Library",Complete,Boston,Northeast,Operations
5053,Hanover,EMS Police HDQ,Complete,Hanover,Southeast,Operations
3625,Winchester,"EMS retrocommission & CO2 sensors, McCall Middle",Complete,Winchester,Northeast,HVAC
805,Cambridge,EMS RetroX Peabody Sch,Complete,Cambridge,Northeast,HVAC
1921,Dedham,ENDICOTT ESTATE General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
1915,Dedham,ENDICOTT LIBRARY General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
595,Dedham,Energy Management System,Complete,Dedham,Northeast,Operations
596,Dedham,Energy management system,Complete,Dedham,Northeast,Operations
597,Deerfield,Energy management system,Complete,Deerfield,Western,Operations
591,Needham,Energy management system,Complete,Needham,Northeast,Operations
592,Shrewsbury,Energy management system,Complete,Shrewsbury,Central,Operations
593,Sunderland,Energy management system,Complete,Sunderland,Western,Operations
516,Hamilton,Energy Management System,Complete,Hamilton,Northeast,Operations
1051,Barnstable,Energy Management System & Controls,Complete,Barnstable,Southeast,Operations
594,Sheffield,"Energy management system, dema",Complete,Southern Berkshire Regional School District,Western,Operations
5979,Acton,Envelope Improvement - Admin Bldg,Complete,Acton,Central,Envelope Improvement
5978,Acton,Envelope Improvement - Conant Sch,Complete,Acton,Central,Envelope Improvement
5976,Acton,Envelope Improvement - Douglas Elem,Complete,Acton,Central,Envelope Improvement
5977,Acton,Envelope Improvement - Gates Elem,Complete,Acton,Central,Envelope Improvement
5975,Acton,Envelope Improvement - RJ Grey Middle,Complete,Acton,Central,Envelope Improvement
5062,Harvard,ES HVAC Building Energy Mgmt Systems,Complete,Harvard,Central,HVAC
2823,Boston,ESPLANADE General PA Project,Complete,Department of Conservation and Recreation,Northeast,Custom PA Efficiency
5070,Lexington,Estabrook STEAM TRAPS,Complete,Lexington,Northeast,HVAC
5943,Tyngsborough,EV Charging Stations,Complete,Tyngsborough,Northeast,Vehicle Operations
5972,Lincoln,EV lease - Bldg Inspector,Complete,Lincoln,Northeast,Vehicles
1052,Barnstable,Evaporator Fan,Complete,Barnstable,Southeast,Operations
5031,Everett,Everett Community Television Lighting,Complete,Everett,Northeast,Lighting
2429,Milford,EVERGREEN SCHOOL Indoor Lighting,Complete,Milford,Central,Lighting
2430,Milford,EVERGREEN SCHOOL Indoor Lighting,Complete,Milford,Central,Lighting
2822,Boston,EXECUTIVE OFFICE OF H & HS General PA Project,Complete,Division of Capital Asset Management,Northeast,Custom PA Efficiency
236,Hopkinton,Exhaust Fan Controls,Complete,Hopkinton,Central,HVAC
5984,Kingston,Ext LED lighting - library,Complete,Kingston,Southeast,Exterior Lighting
3629,Boston,"Ext. Lighting Controls, Boston Rec. Ball Parks",Complete,Boston,Northeast,Lighting
4792,Mendon,Exterior LED flood lights - Police,Complete,Mendon,Central,Exterior Lighting
4786,Mendon,Exterior LED spotlights - Hwy Dept,Complete,Mendon,Central,Exterior Lighting
4796,Mendon,Exterior Temperature Sensor - Sr Ctr,Complete,Mendon,Central,HVAC
2510,Newton,F A DAY MIDDLE SCHOOL General PA Project,Complete,Newton,Northeast,Custom PA Efficiency
3267,Sudbury,FAIRBANK COMMUNITY CENTER General PA Project,Complete,Sudbury,Northeast,Custom PA Efficiency
3290,Fairhaven,FAIRHAVEN PUBLIC SCHOOLS General PA Project,Complete,Fairhaven,Southeast,Custom PA Efficiency
1985,Fairhaven,FAIRHAVEN SCH DPT - HIGH SCHOOL Operations,Complete,Fairhaven,Southeast,Operations
1987,Fall River,FALL RIVER SEWER General PA Project,Complete,Fall River,Southeast,Custom PA Efficiency
1988,Fall River,FALL RIVER SEWER Motors / Drives,Complete,Fall River,Southeast,Pumps/Motors/Drives
1989,Fall River,FALL RIVER SEWER Motors / Drives,Complete,Fall River,Southeast,Pumps/Motors/Drives
1990,Fall River,FALL RIVER SEWER Motors / Drives,Complete,Fall River,Southeast,Pumps/Motors/Drives
1991,Fall River,FALL RIVER SEWER Motors / Drives,Complete,Fall River,Southeast,Pumps/Motors/Drives
1992,Fall River,FALL RIVER SEWER Motors / Drives,Complete,Fall River,Southeast,Pumps/Motors/Drives
1993,Fall River,FALL RIVER SEWER Motors / Drives,Complete,Fall River,Southeast,Pumps/Motors/Drives
2013,Falmouth,FALMOUTH PUBLIC SCHOOLS General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
2010,Falmouth,FALMOUTH PUBLIC SCHOOLS Indoor Lighting,Complete,Falmouth,Southeast,Lighting
1995,Falmouth,FALMOUTH PUBLIC SCHOOLS Indoor Lighting,Complete,Falmouth,Southeast,Lighting
1996,Falmouth,FALMOUTH PUBLIC SCHOOLS Indoor Lighting,Complete,Falmouth,Southeast,Lighting
1997,Falmouth,FALMOUTH PUBLIC SCHOOLS Indoor Lighting,Complete,Falmouth,Southeast,Lighting
2000,Falmouth,FALMOUTH PUBLIC SCHOOLS Operations,Complete,Falmouth,Southeast,Operations
2001,Falmouth,FALMOUTH PUBLIC SCHOOLS Operations,Complete,Falmouth,Southeast,Operations
2006,Falmouth,FALMOUTH PUBLIC SCHOOLS Operations,Complete,Falmouth,Southeast,Operations
2007,Falmouth,FALMOUTH PUBLIC SCHOOLS Operations,Complete,Falmouth,Southeast,Operations
2008,Falmouth,FALMOUTH PUBLIC SCHOOLS Operations,Complete,Falmouth,Southeast,Operations
2620,Plymouth,FEDERAL FURNACE RD WELL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
2622,Plymouth,FEDERAL FURNACE SCHOOL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
2631,Plymouth,FEDERAL FURNACE SCHOOL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
3272,Plymouth,FEDERAL FURNACE SCHOOL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
